omega2 nn r U0 U1 U2 U3 U4 U5 U6 U7 U8 U9 U10 U11 U12 U13 U14 U15 U16 U17 U18 U19 U20 U21 U22 U23 U24 U25 U26 U27 U28 U29 U30 U31 U32
nan nan 0.30010000000000026 0.1589122282893103 -0.011051782110555752 -0.013941476887438325 0.02861659949909934 0.0002178317754870134 -0.008280353042706655 -0.00442658029330149 -0.002208659910063142 -0.0010221917078469993 -0.00040896420813278086 -9.727360405131339e-05 5.9850816704002615e-05 0.00013873405068539398 0.00017825607944607953 0.00019803721626991246 0.000188144970401051 0.00018320010559850103 0.00018072798769865278 0.00017949200736600517 0.00018010999097820888 0.00018041898770400832 0.00018057348729681573 0.00018065073739231507 0.0001806893625208045 0.00018067004994645958 0.00018067970623034403 0.00018067487809159493 0.00018067729216274486 0.00018067849919368499 0.00018067789568330494 0.00018067819744625683 0.00018067804656384255 0.00018067797112062873 
nan nan 0.30110000000000026 0.16406396277699578 -0.01119292816854119 -0.014301963045836518 0.02944722852945397 0.0002175127814407903 -0.008505625095765147 -0.0045521389668938955 -0.0022749992095911597 -0.0010563982678105507 -0.00042644982036306624 -0.00010623205566283926 5.519800151998949e-05 0.0001362446160591727 0.00017685098174086893 0.0001971749494436273 0.00018701123291103502 0.00018193067419639328 0.00017939071969414196 0.00017812082364842695 0.00017875576490141419 0.0001790732406095313 0.00017923197973397653 0.00017931134960518755 0.00017935103462416683 0.00017933119210426448 0.00017934111336082945 0.00017933615273582528 0.00017933863305015098 0.00017933987320255127 0.00017933925313158146 0.0001793395631750398 0.0001793394081523466 0.00017933933063893768 
nan nan 0.30210000000000026 0.1693886436062399 -0.011335543558426722 -0.014671927793096423 0.030303074665075366 0.0002172248641443966 -0.008737044431717604 -0.004681169721081133 -0.0023431704874786736 -0.0010915341933838533 -0.00044439193952851524 -0.00011540507991514453 5.0452971875881846e-05 0.000133724495682432 0.00017544605027808134 0.00019632829679498486 0.0001858853838019483 0.0001806652696487476 0.00017805554812378008 0.00017675077124056142 0.00017740315268940492 0.00017772934866273828 0.00017789244796161122 0.00017797399793025747 0.0001780147730006751 0.0001779943854547312 0.00017800457922421568 0.00017799948234283934 0.0001780020307854007 0.00017800330500178754 0.00017800266789896874 0.00017800298645856918 0.0001780028271777785 0.00017800274753526366 
nan nan 0.30310000000000026 0.17489232568785118 -0.011479643861765434 -0.015051635476678961 0.031184938977949113 0.00021696899856791006 -0.008974788921226632 -0.004813774741009594 -0.002413228088347837 -0.0011276271445298455 -0.00046280415707762937 -0.00012479904794010342 4.5613013885239006e-05 0.00013117281613527322 0.00017404133484108357 0.00019549777045261492 0.00018476770396778604 0.00017940405727874664 0.00017672258053696757 0.00017538192880782366 0.0001760522474493467 0.00017638741219185188 0.00017655499591851632 0.00017663878811161946 0.000176680684297076 0.00017665973619328005 0.00017667021024158616 0.00017666497322088904 0.00017666759173316177 0.00017666890098426926 0.00017666824636423852 0.00017666857368266875 0.00017666841002243595 0.0001766683281901413 
nan nan 0.30410000000000026 0.1805812862190703 -0.011625244882506961 -0.015441358294018806 0.0320936493644935 0.00021674618565876717 -0.009219041901507869 -0.004950059404795889 -0.002485228070360091 -0.0011647056590797851 -0.0004817004991293349 -0.00013442053742313172 4.0675322818530966e-05 0.00012858867142577564 0.00017263688188107058 0.0001946838938590243 0.00018365847829121787 0.0001781472027372799 0.00017539192298073636 0.0001740143725983246 0.00017470314032856023 0.00017504752979398584 0.0001752197259267491 0.00017530582433381413 0.00017534887362915478 0.0001753273489700736 0.00017533811129591468 0.00017533273013654264 0.00017533542071820527 0.00017533676600386887 0.00017533609336671267 0.00017533642969393585 0.00017533626152927857 0.00017533617744471127 
nan nan 0.30510000000000026 0.18646203327191666 -0.011772362651134927 -0.0158413765413954 0.03303006149668543 0.00021655745327417447 -0.00946999235512318 -0.005090132389478359 -0.002559228262455882 -0.0012027991821329468 -0.0005010954410263447 -0.00014427633949463505 3.563700010324507e-05 0.00012597112195114529 0.0001712327344625659 0.0001938872022092325 0.00018255799583557562 0.0001768948720716677 0.000174063680006857 0.0001726481764191734 0.00017335592050622578 0.00017370979833455078 0.000173886738694884 0.00017397520922700978 0.00017401944458787989 0.00017399732689567994 0.00017400838573796947 0.00017400285632046834 0.0001740056210312494 0.00017400700338132945 0.000174006312212122 0.00017400665780560758 0.0001740064850077903 0.00017400639860658092 
nan nan 0.30610000000000026 0.19254131472283129 -0.011921013428684629 -0.016251978870673884 0.033995059807595776 0.00021640385714706732 -0.009727835094655522 -0.005234105780516481 -0.00263528832352686 -0.001241938096452212 -0.0005210039223816378 -0.00015437346585427133 3.049505022359681e-05 0.00012331919342524822 0.00016982893220884016 0.0001931082429061283 0.000181466550045158 0.0001756472317985023 0.00017273795468096315 0.0001712834116137478 0.0001720106751865804 0.00017237431294841505 0.00017255613332315542 0.00017264704387413623 0.00017269249924753205 0.00017266977154870396 0.0001726811353941931 0.00017267545347519 0.00017267829443677748 0.00017267971491211387 0.00017267900468043976 0.00017267935980540226 0.0001726791822418169 0.00017267909345765954 
nan nan 0.30710000000000026 0.1988261275512756 -0.012071213710974627 -0.01667346255509523 0.03498955851478598 0.0002162864818862968 -0.00999277095404435 -0.005382095185284317 -0.0027134698037589024 -0.001282153753978476 -0.0005414413626802229 -0.00016471915615903524 2.524637750461421e-05 0.00012063187576523647 0.00016842551124393782 0.00019234757603123133 0.00018038443895153843 0.00017440444897779328 0.00017141484859063246 0.0001699201470367465 0.00017066748959048415 0.00017104116703972806 0.0001712280073074096 0.00017132142781690101 0.0001713681381727528 0.00017134478298231983 0.00017135646057349338 0.00017135062178174867 0.0001713535411797639 0.0001713550008731632 0.00017135427103262378 0.00017135463596226947 0.00017135445349631206 0.00017135436226090292 
nan nan 0.30810000000000026 0.20532372751729772 -0.012222980232899298 -0.01710613376403623 0.036014502682134575 0.00021620644201270393 -0.010265006986574782 -0.005534219850566504 -0.002793836208153221 -0.0013234785084677222 -0.000562423677437559 -0.00017532088567509085 1.9887782781445055e-05 0.00011790812193851676 0.00016702250413276582 0.00019160577483241488 0.0001793119653873813 0.0001731666912898978 0.0001700944618538903 0.00016855844902848404 0.000169326446946819 0.00016971045228187154 0.00016990245654333226 0.00016999845906215508 0.00017004646042597917 0.0001700224597311711 0.00017003446007441049 0.00017002845990673633 0.0001700314599927749 0.00017003296003003052 0.00017003221001773386 0.00017003258503351588 0.00017003239752445896 0.00017003230376743243 
nan nan 0.30910000000000026 0.21204163923812988 -0.012376329972882636 -0.01755030784732422 0.0370708693222298 0.00021616488303225837 -0.010544756669930802 -0.0056906027842983644 -0.002876453062356106 -0.0013659457493181756 -0.0005839672949484478 -0.00018618637320984974 1.441595994618185e-05 0.00011514684676678656 0.0001656199398181921 0.00019088342622865218 0.00017824943720727107 0.00017193412711446115 0.00016877689312722353 0.0001671983813874453 0.00016798762848277266 0.00016838225861660831 0.0001685795753300297 0.00016867823408769027 0.00016872756357434935 0.00016870289881772246 0.0001687152311917457 0.00016870906500878597 0.00016871214810252767 0.000168713689643475 0.00016871291887950835 0.00016871330427139052 0.00016871311157425127 0.000168713015223114 
nan nan 0.31010000000000026 0.21898766667250927 -0.012531280157284354 -0.01800630962887456 0.038159668539594904 0.00021616298254795556 -0.010832240118212778 -0.005851370881507705 -0.002961387980777914 -0.0014095899365777576 -0.0006060891736208652 -0.00019732358932073247 8.827492374819604e-06 0.00011234692568928869 0.0001642178435570757 0.00019018113133359316 0.00017719716751741935 0.00017070692561326113 0.00016746223961501165 0.0001658400053430149 0.00016665111341491838 0.00016705667425433778 0.00016725945637487222 0.00016736084784937656 0.00016741154369798687 0.00016738619575997027 0.0001673988697245589 0.00016739253274642582 0.00016739570123781625 0.0001673972854774235 0.0001673964933643078 0.00016739688943103733 0.00016739669139644118 0.0001673965923765039 
nan nan 0.31110000000000027 0.22616990403247278 -0.012687848264837947 -0.018474473710159704 0.03928194471674751 0.00021620195141153523 -0.01112768430128389 -0.00601665505467514 -0.003048710737119034 -0.0014544466371927774 -0.0006288068199253381 -0.0002087407648155555 3.1188492273638697e-06 0.00010950719348231411 0.0001628162368542721 0.0001894995059980247 0.0001761554749137971 0.00016948525681625165 0.00016615059707954504 0.0001644833795274872 0.00016531697894022883 0.0001657337856746116 0.00016594219079876102 0.00016604639378880467 0.0001660984953988311 0.00016607244457967908 0.0001660854699847019 0.00016607895728646416 0.00016608221363797072 0.00016608384180746692 0.00016608302772959282 0.00016608343477898227 0.00016608323125302197 0.00016608312948732904 
nan nan 0.31210000000000027 0.23359674716308207 -0.012846052031581496 -0.018955144785282565 0.040438777748225144 0.00021628303491686893 -0.01143132327261393 -0.006186590369180944 -0.0031384933376590878 -0.0015005525626811266 -0.0006521383070521251 -0.00022044639959013923 -2.7136184008831805e-06 0.0001066264429248657 0.00016141513739048783 0.00018883918137007377 0.00017512468372605895 0.0001682692917074263 0.00016484205984787758 0.00016312855994341833 0.00016398530022317787 0.000164413677623111 0.0001646278681380431 0.00016473496383766974 0.00016478851180625525 0.00016476173780738266 0.00016477512480212808 0.00016476843130914468 0.00016477177805808966 0.00016477345142613113 0.00016477261474917581 0.00016477303309839474 0.0001647728239224845 0.00016477271933174094 
nan nan 0.31310000000000027 0.24127690537103652 -0.01300590945542779 -0.019448677965507366 0.041631284318352516 0.00021640751403655684 -0.011743398404317491 -0.006361316183124517 -0.003230810096935679 -0.0015479456080383083 -0.0006761022941785736 -0.00023244927175329976 -8.673681451105624e-06 0.00010370342342414596 0.00016001455895159024 0.00018820080447772686 0.00017410512427334972 0.00016705920231734918 0.00016353672082273992 0.00016177559993373611 0.00016265615038625185 0.00016309643311235896 0.00016331657635032404 0.00016342664842613447 0.0001634816845867047 0.00016345416649138464 0.0001634679255342118 0.00016346104601730642 0.00016346448577827987 0.00016346620565215662 0.00016346534572248055 0.00016346577569835704 0.00016346556070908187 0.00016346545321157797 
nan nan 0.31410000000000027 0.24921941375025006 -0.013167438801015344 -0.019955439115480693 0.04286061922900285 0.00021657670670315084 -0.01206415863084547 -0.006540976292347365 -0.0033257377162552886 -0.0015966648921041707 -0.0007007180464617418 -0.00024475844709652677 -1.4765237023886815e-05 0.00010073683958751668 0.00015861451135339678 0.0001875850388313857 0.000173097133127864 0.00016585516181730133 0.00016223467149200063 0.0001604245501488634 0.00016132960049824137 0.0001617821334205964 0.00016200840181863658 0.00016212153648964388 0.00016217810395183492 0.00016214982020523475 0.0001621639620735555 0.00016215689114402557 0.0001621604266113807 0.00016216219433826421 0.00016216131048228734 0.00016216175242161999 0.00016216153145057953 0.00016216142096211287 
nan nan 0.31510000000000027 0.2574336460309138 -0.013330658604899166 -0.020475805201838608 0.04412797678008011 0.0002167919691373723 -0.012393860701828845 -0.006725719080955866 -0.0034233553651967135 -0.0016467507994729076 -0.0007260054557972933 -0.00025738328892790073 -2.0992312661902613e-05 9.772534973777531e-05 0.00015721500036154762 0.0001869925650474432 0.0001721010533864534 0.00016465734461499124 0.0001609360019364503 0.00015907545851054464 0.00016000571956004613 0.00016047085808857663 0.00016070342935372978 0.0001608197154739619 0.0001608778586649218 0.0001608487870534525 0.00016086332285405672 0.0001608560549585107 0.00016085968890894528 0.00016086150587717909 0.00016086059740073552 0.00016086105165061617 0.00016086082452426346 0.00016086071095805816 
nan nan 0.31610000000000027 0.2659293279440399 -0.013495587680478701 -0.02101016465270254 0.045434592200097774 0.0002170546972243405 -0.01273276944318293 -0.006915697676860709 -0.0035237447658557604 -0.0016982450238178719 -0.0007519850622793552 -0.00027033346823694297 -2.735907077519827e-05 9.466756438086331e-05 0.00015581602761152879 0.0001864240814959225 0.0001711172349543361 0.00016346592645639094 0.00015964080084072355 0.0001577283701773166 0.0001586845744928709 0.00015916268491912426 0.00015940174219930962 0.0001595212713432528 0.00015958103605036327 0.00015955115368031838 0.00015956609486005453 0.00015955862427507176 0.0001595623595702982 0.00015956422721073304 0.0001595632933984035 0.0001595637603165509 0.00015956352685602538 0.0001595634101226488 
nan nan 0.31710000000000027 0.27471655115301474 -0.013662245123244248 -0.021558917730311333 0.046781743133368185 0.00021736632794022533 -0.01308115802795352 -0.007111070113180025 -0.003626990280282906 -0.0017511906128635415 -0.0007786780764782695 -0.00028361897424815255 -3.38698132368436e-05 9.156204461328437e-05 0.00015441759052368427 0.0001858803049708033 0.00017014603483763924 0.00016228108452948157 0.00015834915550266997 0.00015638332750669788 0.00015736623012400504 0.00015785768997471022 0.0001581034220355119 0.00015822628858650295 0.00015828772200157583 0.00015825700527703337 0.00015827236363385753 0.00015826468446046365 0.00015826852404997126 0.0001582704438373461 0.00015826948395176728 0.0001582699639068725 0.0001582697239278275 0.00015826960393510388 
nan nan 0.31810000000000027 0.2838057877649654 -0.013830650316096354 -0.022122476916497692 0.04817075118423007 0.00021772834083114403 -0.013439308256783392 -0.007311999495456528 -0.003733179001092059 -0.0018056320149938876 -0.0008061064025302385 -0.0002972501253593968 -4.0528986146159356e-05 8.840730047154146e-05 0.00015301968221527972 0.00018536197138497554 0.00016918781744677632 0.000161102997571941 0.00015706115184322151 0.00015504037001615233 0.0001560507491722377 0.00015655594757509297 0.00015680854898265651 0.00015693485022433181 0.00015699800098933363 0.0001569664255892937 0.00015698221328370071 0.0001569743194416521 0.00015697826636556483 0.00015698023981993591 0.00015697925310108614 0.00015697974647316972 0.00015697949978559379 0.00015697937643851487 
nan nan 0.3191000000000003 0.2932079054498076 -0.01400082293479491 -0.022701267311642823 0.04960298352101474 0.00021814225954630337 -0.013807510848464573 -0.00751865417496824 -0.00384240084539271 -0.0018616151275758729 -0.0008342926620781573 -0.0003112375804840331 -4.734118476801129e-05 8.520178922033039e-05 0.000151622291408984 0.00018486983649050457 0.00016824295491068387 0.0001599318459824688 0.00015577687441628734 0.0001536995343422752 0.0001547381922323975 0.00015525753029453575 0.00015551720160480336 0.00015564703781571721 0.00015571195607007858 0.00015567949692480863 0.0001556957264916595 0.00015568761171352958 0.00015569166910556293 0.00015569369779378208 0.00015569268345824204 0.00015569319063902365 0.00015569293704705573 0.0001556928102476884 
